StandID,INVYR,TRAIN
29883102010497_2,2009,train
29883102010497_3,2009,train
29883102010497_4,2009,train
24173727010900_1,2002,train
24173727010900_3,2002,train
24173727010900_4,2002,train
29882956010497_2,2009,train
29882956010497_4,2009,train
29395713010497_1,2008,train
13005332010497_1,2005,train
13005332010497_2,2005,train
13005332010497_3,2005,train
13005332010497_4,2005,train
24206994010900_1,2002,train
24499321010900_2,2003,train
24499321010900_3,2003,train
24499321010900_4,2003,train
8648570010901_1,2006,train
8648570010901_4,2006,train
12996530010497_2,2005,train
12996530010497_3,2005,train
12996530010497_4,2005,train
24136264010900_1,2002,train
24136264010900_3,2002,train
24136264010900_4,2002,train
40220861010497_3,2010,train
29881845010497_1,2009,train
29881845010497_2,2009,train
29881845010497_3,2009,train
29881845010497_4,2009,train
8637097010901_1,2006,train
8637097010901_2,2006,train
8637097010901_3,2006,train
8637097010901_4,2006,train
8618225010901_1,2006,train
8618225010901_2,2006,train
8618225010901_3,2006,train
8618225010901_4,2006,train
22398797010497_1,2004,train
22398797010497_2,2004,train
8612980010901_1,2006,train
8612980010901_2,2006,train
8612980010901_3,2006,train
8612980010901_4,2006,train
22398483010497_2,2003,train
22398574010497_3,2003,train
22398574010497_4,2003,train
22398871010497_1,2005,train
22398871010497_4,2005,train
24825994010900_1,2004,train
24825994010900_2,2004,train
24825994010900_4,2004,train
22398775010497_1,2004,train
22398775010497_3,2004,train
22398775010497_4,2004,train
29395638010497_1,2008,train
29395638010497_2,2008,train
29395638010497_3,2008,train
29395638010497_4,2008,train
22399045010497_1,2005,train
22399045010497_2,2005,train
22399045010497_3,2005,train
22399045010497_4,2005,train
24495112010900_1,2003,train
24495112010900_2,2003,train
24495112010900_4,2003,train
40220860010497_1,2010,train
40220860010497_2,2010,train
40220860010497_3,2010,train
40220860010497_4,2010,train
22398634010497_2,2003,train
22398634010497_4,2003,train
22399172010497_4,2006,train
29882960010497_2,2009,train
22954804010497_2,2007,train
22954804010497_3,2007,train
22954804010497_4,2007,train
29883062010497_2,2009,train
29883062010497_3,2009,train
24536760010900_1,2003,train
24536760010900_2,2003,train
24536760010900_4,2003,train
22399068010497_1,2005,train
22399068010497_4,2005,train
25067702010900_1,2004,train
12970163010497_1,2005,train
12970163010497_2,2005,train
12970163010497_3,2005,train
22933285010497_1,2008,train
22933285010497_2,2008,train
22933285010497_3,2008,train
22933285010497_4,2008,train
29395628010497_1,2008,train
29395628010497_2,2008,train
29395628010497_4,2008,train
22398370010497_1,2002,train
22398370010497_2,2002,train
22398370010497_3,2002,train
22398370010497_4,2002,train
22398936010497_1,2005,train
22398936010497_2,2005,train
29881887010497_1,2009,train
29881887010497_2,2009,train
29881887010497_3,2009,train
29881887010497_4,2009,train
40220849010497_1,2010,train
24151234010900_1,2002,train
40220872010497_1,2010,train
40220872010497_4,2010,train
40403577010497_1,2010,train
40403577010497_3,2010,train
29883247010497_1,2009,train
29883247010497_2,2009,train
29883247010497_3,2009,train
22399009010497_2,2005,train
22399009010497_3,2005,train
22398610010497_1,2003,train
22398610010497_2,2003,train
22398610010497_3,2003,train
22398610010497_4,2003,train
29881840010497_1,2009,train
29881840010497_2,2009,train
29881840010497_4,2009,train
22399177010497_1,2006,train
22399177010497_2,2006,train
22399177010497_4,2006,train
22398972010497_2,2005,train
22398972010497_4,2005,train
29883451010497_2,2009,train
29883451010497_3,2009,train
24157333010900_1,2002,train
24157333010900_2,2002,train
24157333010900_4,2002,train
29883151010497_1,2009,train
29883151010497_4,2009,train
22398677010497_4,2004,train
22954372010497_1,2007,train
22954372010497_3,2007,train
22954372010497_4,2007,train
40220859010497_1,2010,train
40220859010497_2,2010,train
29883275010497_1,2009,train
29883275010497_2,2009,train
29883275010497_3,2009,train
8623151010901_1,2006,train
8623151010901_4,2006,train
24546149010900_1,2003,train
24546149010900_2,2003,train
24546149010900_3,2003,train
24546149010900_4,2003,train
29883308010497_3,2009,train
29883308010497_4,2009,train
24869789010900_1,2004,train
24869789010900_2,2004,train
29881630010497_1,2009,train
29881630010497_2,2009,train
29881630010497_4,2009,train
29395639010497_1,2008,train
29395639010497_4,2008,train
22827635010497_1,2007,train
22827635010497_2,2007,train
22827635010497_3,2007,train
22827635010497_4,2007,train
8632295010901_2,2006,train
8632295010901_3,2006,train
8632295010901_4,2006,train
22399030010497_1,2005,train
22954728010497_1,2007,train
22954728010497_3,2007,train
22954728010497_4,2007,train
22398334010497_2,2002,train
22398334010497_4,2002,train
29883392010497_2,2009,train
29395603010497_4,2008,train
24511344010900_1,2003,train
24511344010900_2,2003,train
24511344010900_3,2003,train
24511344010900_4,2003,train
22399200010497_1,2006,train
22399200010497_2,2006,train
22399200010497_4,2006,train
12997981010497_1,2005,train
22933052010497_2,2008,train
22933052010497_3,2008,train
22933052010497_4,2008,train
24500634010900_1,2003,train
24500634010900_3,2003,train
24540867010900_1,2003,train
24540867010900_4,2003,train
40220511010497_1,2010,train
40220511010497_2,2010,train
40220511010497_3,2010,train
24478225010900_2,2003,train
24478225010900_3,2003,train
24478225010900_4,2003,train
40220286010497_3,2010,train
40220286010497_4,2010,train
40220670010497_1,2010,train
22933227010497_2,2008,train
22933227010497_3,2008,train
29395542010497_1,2008,train
29395542010497_3,2008,train
29395542010497_4,2008,train
29883086010497_2,2009,train
29883086010497_3,2009,train
22398256010497_3,2002,train
8636845010901_1,2006,train
40220398010497_1,2010,train
40220398010497_2,2010,train
29882902010497_1,2009,train
29882902010497_4,2009,train
22931080010497_1,2008,train
22931080010497_3,2008,train
22931080010497_4,2008,train
22398251010497_2,2002,train
22398251010497_3,2002,train
22398251010497_4,2002,train
22398429010497_1,2003,train
22398429010497_3,2003,train
22954395010497_1,2007,train
22398925010497_1,2005,train
22398925010497_3,2005,train
22398925010497_4,2005,train
22399041010497_1,2005,train
22399041010497_3,2005,train
22399041010497_4,2005,train
22398796010497_1,2004,train
22398796010497_2,2004,train
22398796010497_3,2004,train
22398796010497_4,2004,train
22398586010497_3,2003,train
22398586010497_4,2003,train
24133522010900_4,2002,train
25077876010900_1,2004,train
25077876010900_2,2004,train
25077876010900_3,2004,train
25077876010900_4,2004,train
40220329010497_1,2010,train
40220329010497_2,2010,train
40220329010497_3,2010,train
22398760010497_4,2004,train
29883241010497_1,2009,train
29883241010497_2,2009,train
29883241010497_3,2009,train
29883241010497_4,2009,train
40220674010497_2,2010,train
40220674010497_3,2010,train
40220674010497_4,2010,train
40220833010497_1,2010,train
40220833010497_2,2010,train
40220833010497_4,2010,train
40220354010497_3,2010,train
40220354010497_4,2010,train
24479644010900_2,2003,train
24479644010900_3,2003,train
24479644010900_4,2003,train
13022083010497_1,2005,train
13022083010497_2,2005,train
13022083010497_3,2005,train
40220244010497_1,2010,train
40220244010497_2,2010,train
40220244010497_3,2010,train
40220244010497_4,2010,train
29883214010497_1,2009,train
29883214010497_3,2009,train
22930916010497_3,2008,train
8616803010901_1,2006,train
8616803010901_2,2006,train
8616803010901_3,2006,train
8616803010901_4,2006,train
22954802010497_3,2007,train
40403374010497_3,2010,train
40403374010497_4,2010,train
29395573010497_2,2008,train
29395573010497_4,2008,train
25066955010900_1,2004,train
25066955010900_3,2004,train
22398951010497_1,2005,train
8624089010901_1,2006,train
8624089010901_2,2006,train
8624089010901_3,2006,train
29883366010497_1,2009,train
29883366010497_2,2009,train
29883366010497_3,2009,train
29883366010497_4,2009,train
22398198010497_1,2002,train
22398198010497_2,2002,train
22398198010497_4,2002,train
22398506010497_2,2002,train
29394869010497_1,2008,train
29394869010497_2,2008,train
29394869010497_3,2008,train
22827508010497_1,2007,train
22827508010497_4,2007,train
24162878010900_4,2002,train
22398651010497_2,2004,train
22398651010497_3,2004,train
22398651010497_4,2004,train
29882749010497_1,2009,train
29882749010497_2,2009,train
40220450010497_2,2010,train
22399205010497_2,2006,train
22399205010497_3,2006,train
22827619010497_1,2007,train
22827619010497_2,2007,train
22827619010497_3,2007,train
22827619010497_4,2007,train
40220372010497_1,2010,train
40220372010497_2,2010,train
40220372010497_3,2010,train
40220372010497_4,2010,train
8649750010901_1,2006,train
8649750010901_2,2006,train
8649750010901_3,2006,train
8649750010901_4,2006,train
40220100010497_3,2010,train
40220100010497_4,2010,train
29882796010497_1,2009,train
29882796010497_2,2009,train
29882796010497_3,2009,train
29395680010497_1,2008,train
29395680010497_2,2008,train
22398259010497_2,2002,train
22398259010497_4,2002,train
24507359010900_1,2003,train
24507359010900_2,2003,train
24507359010900_3,2003,train
24507359010900_4,2003,train
24462832010900_4,2003,train
40220874010497_1,2010,train
40220874010497_2,2010,train
40220874010497_3,2010,train
22398350010497_2,2002,train
24158617010900_1,2002,train
29883272010497_3,2009,train
29883272010497_4,2009,train
22827608010497_4,2007,train
24187532010900_1,2002,train
24187532010900_3,2002,train
24187532010900_4,2002,train
22398257010497_1,2002,train
22398257010497_2,2002,train
22398257010497_3,2002,train
22398257010497_4,2002,train
22398431010497_4,2003,train
22398403010497_1,2003,train
22398403010497_2,2003,train
22398403010497_3,2003,train
24538987010900_1,2003,train
24538987010900_2,2003,train
24538987010900_3,2003,train
40220745010497_1,2010,train
40220745010497_2,2010,train
40220745010497_4,2010,train
22399287010497_4,2006,train
8612719010901_1,2006,train
8612719010901_2,2006,train
29882961010497_3,2009,train
22931088010497_1,2008,train
22931088010497_2,2008,train
22931088010497_3,2008,train
22931088010497_4,2008,train
22827515010497_1,2007,train
22827515010497_2,2007,train
22827515010497_3,2007,train
22930902010497_1,2008,train
22930902010497_4,2008,train
22932905010497_1,2008,train
22932905010497_2,2008,train
22932905010497_3,2008,train
22932905010497_4,2008,train
22398466010497_1,2003,train
22398466010497_2,2003,train
22398466010497_3,2003,train
22398466010497_4,2003,train
24491293010900_1,2003,train
24491293010900_3,2003,train
24491293010900_4,2003,train
24520543010900_1,2003,train
24520543010900_2,2003,train
24520543010900_3,2003,train
24520543010900_4,2003,train
24509233010900_1,2003,train
24509233010900_2,2003,train
24509233010900_4,2003,train
24186143010900_1,2002,train
24186143010900_2,2002,train
24186143010900_3,2002,train
24186143010900_4,2002,train
24484545010900_1,2003,train
24484545010900_2,2003,train
24484545010900_4,2003,train
24846767010900_1,2004,train
24846767010900_2,2004,train
24846767010900_3,2004,train
24846767010900_4,2004,train
40220211010497_1,2010,train
40220211010497_2,2010,train
29395517010497_1,2008,train
29395517010497_4,2008,train
22398333010497_1,2002,train
22398333010497_2,2002,train
22398333010497_3,2002,train
29881805010497_1,2009,train
29881805010497_2,2009,train
29881805010497_3,2009,train
29881805010497_4,2009,train
22954358010497_1,2007,train
22954358010497_3,2007,train
22954358010497_4,2007,train
22398858010497_1,2005,train
22398858010497_3,2005,train
13030125010497_1,2005,train
13030125010497_2,2005,train
13030125010497_3,2005,train
13030125010497_4,2005,train
22954598010497_3,2007,train
29395733010497_1,2008,train
29395733010497_2,2008,train
29395733010497_3,2008,train
29395733010497_4,2008,train
22398715010497_1,2004,train
22398715010497_2,2004,train
22398715010497_3,2004,train
22398715010497_4,2004,train
13051689010497_3,2005,train
22399257010497_2,2006,train
22399257010497_4,2006,train
22954641010497_1,2007,train
22954641010497_2,2007,train
22954641010497_3,2007,train
13020784010497_1,2005,train
13020784010497_2,2005,train
13020784010497_3,2005,train
13020784010497_4,2005,train
22954409010497_1,2007,train
22954409010497_3,2007,train
22954409010497_4,2007,train
25071535010900_4,2004,train
40220269010497_1,2010,train
22398987010497_2,2005,train
22931268010497_1,2008,train
22931268010497_2,2008,train
22931268010497_4,2008,train
22954662010497_2,2007,train
22954662010497_3,2007,train
22954662010497_4,2007,train
22827470010497_1,2007,train
22827470010497_3,2007,train
22827470010497_4,2007,train
22399197010497_1,2006,train
22399197010497_2,2006,train
22399197010497_3,2006,train
22399197010497_4,2006,train
40220832010497_3,2010,train
22398788010497_1,2004,train
22398788010497_3,2004,train
22398788010497_4,2004,train
22930937010497_1,2008,train
22930937010497_2,2008,train
22930937010497_3,2008,train
22930937010497_4,2008,train
29395702010497_1,2008,train
29395702010497_3,2008,train
22398448010497_1,2003,train
22398448010497_2,2003,train
22398448010497_3,2003,train
22398448010497_4,2003,train
22954679010497_1,2007,train
22954679010497_3,2007,train
22399179010497_1,2006,train
22399179010497_2,2006,train
22399179010497_3,2006,train
22398495010497_1,2003,train
22398495010497_2,2003,train
22398495010497_3,2003,train
22398495010497_4,2003,train
24136537010900_2,2002,train
24136537010900_4,2002,train
24157971010900_3,2002,train
22827606010497_1,2007,train
22827606010497_2,2007,train
22827606010497_3,2007,train
22827606010497_4,2007,train
24459582010900_4,2003,train
29395522010497_2,2008,train
29395522010497_3,2008,train
29395522010497_4,2008,train
22398850010497_2,2004,train
22398850010497_4,2004,train
193209197020004_1,2007,train
193209197020004_2,2007,train
193209197020004_3,2007,train
193209197020004_4,2007,train
29395657010497_1,2008,train
29395657010497_2,2008,train
29395657010497_3,2008,train
29395657010497_4,2008,train
22398242010497_1,2002,train
22398242010497_2,2002,train
40220542010497_2,2010,train
40220542010497_3,2010,train
40220542010497_4,2010,train
8617685010901_4,2006,train
22399273010497_1,2006,train
22399273010497_2,2006,train
8633631010901_1,2006,train
8633631010901_2,2006,train
8633631010901_3,2006,train
8633631010901_4,2006,train
29882945010497_2,2009,train
29882945010497_3,2009,train
29882945010497_4,2009,train
22398784010497_1,2004,train
22398784010497_2,2004,train
22398784010497_3,2004,train
22398784010497_4,2004,train
40403558010497_1,2010,train
40403558010497_2,2010,train
40403558010497_3,2010,train
40403558010497_4,2010,train
29882614010497_3,2009,train
22399051010497_2,2005,train
22399051010497_4,2005,train
24839635010900_1,2004,train
24839635010900_3,2004,train
24839635010900_4,2004,train
8613355010901_2,2006,train
13003592010497_1,2005,train
13003592010497_2,2005,train
13003592010497_3,2005,train
40403589010497_1,2010,train
29395735010497_1,2008,train
29395735010497_2,2008,train
40220884010497_2,2010,train
8622633010901_1,2006,train
8622633010901_2,2006,train
8622633010901_3,2006,train
8622633010901_4,2006,train
22398518010497_3,2003,train
22954484010497_1,2007,train
22954484010497_2,2007,train
22954484010497_3,2007,train
22954484010497_4,2007,train
24161552010900_3,2002,train
24161552010900_4,2002,train
22827655010497_1,2007,train
22827655010497_2,2007,train
22827655010497_3,2007,train
22827655010497_4,2007,train
29883273010497_1,2009,train
29883273010497_3,2009,train
29883273010497_4,2009,train
25078480010900_1,2004,train
25078480010900_2,2004,train
25078480010900_4,2004,train
8617035010901_2,2006,train
8617035010901_3,2006,train
8617035010901_4,2006,train
24837394010900_3,2004,train
24837394010900_4,2004,train
22398579010497_1,2003,train
22398579010497_2,2003,train
22398579010497_3,2003,train
22398579010497_4,2003,train
22398868010497_1,2005,train
22398868010497_2,2005,train
22398868010497_3,2005,train
22398868010497_4,2005,train
24524868010900_1,2003,train
24524868010900_2,2003,train
24524868010900_3,2003,train
24524868010900_4,2003,train
22954451010497_1,2007,train
22954451010497_2,2007,train
22954451010497_4,2007,train
22930943010497_1,2008,train
22930943010497_2,2008,train
22930943010497_3,2008,train
22930943010497_4,2008,train
8650592010901_1,2006,train
8650592010901_4,2006,train
24466734010900_2,2003,train
24466734010900_3,2003,train
12999289010497_1,2005,train
12999289010497_4,2005,train
40403425010497_1,2010,train
40403425010497_2,2010,train
40403425010497_3,2010,train
40403425010497_4,2010,train
29882725010497_1,2009,train
29882725010497_2,2009,train
22398927010497_1,2005,train
22398927010497_2,2005,train
22398927010497_3,2005,train
22954334010497_1,2007,train
22954334010497_2,2007,train
22954334010497_3,2007,train
22954334010497_4,2007,train
193209185020004_1,2004,train
193209185020004_2,2004,train
193209185020004_3,2004,train
193209185020004_4,2004,train
22399055010497_2,2005,train
22399055010497_3,2005,train
22399055010497_4,2005,train
24538836010900_1,2003,train
24538836010900_2,2003,train
24538836010900_3,2003,train
24538836010900_4,2003,train
22398394010497_1,2003,train
22398394010497_2,2003,train
22398394010497_4,2003,train
22398571010497_1,2003,train
22398571010497_2,2003,train
22398571010497_3,2003,train
22398571010497_4,2003,train
29395620010497_2,2008,train
29395620010497_4,2008,train
22954460010497_2,2007,train
22954460010497_3,2007,train
13054170010497_2,2005,train
13054170010497_4,2005,train
22827776010497_1,2007,train
22827776010497_2,2007,train
22827776010497_3,2007,train
22827776010497_4,2007,train
22398380010497_4,2002,train
22398329010497_2,2002,train
29395736010497_1,2008,train
29395736010497_2,2008,train
29395736010497_3,2008,train
29395736010497_4,2008,train
29882948010497_1,2009,train
29882948010497_2,2009,train
29882948010497_3,2009,train
29882948010497_4,2009,train
29883141010497_1,2009,train
24157666010900_2,2002,train
24157666010900_4,2002,train
24153837010900_2,2002,train
40403480010497_1,2010,train
40403480010497_2,2010,train
40403480010497_3,2010,train
40403480010497_4,2010,train
24170596010900_1,2002,train
24170596010900_2,2002,train
24170596010900_3,2002,train
24170596010900_4,2002,train
22931154010497_1,2008,train
22931154010497_2,2008,train
22931154010497_3,2008,train
22931154010497_4,2008,train
13198972010497_4,2004,train
40220734010497_1,2010,train
40220734010497_2,2010,train
40220734010497_3,2010,train
40403580010497_4,2010,train
29395739010497_1,2008,train
29395739010497_3,2008,train
40220645010497_4,2010,train
40220151010497_2,2010,train
40220151010497_4,2010,train
22954791010497_1,2007,train
22954791010497_2,2007,train
22954791010497_3,2007,train
22954791010497_4,2007,train
22398671010497_1,2004,train
22398671010497_4,2004,train
40220613010497_2,2010,train
40220613010497_3,2010,train
24508102010900_1,2003,train
24508102010900_4,2003,train
8635734010901_1,2006,train
8635734010901_3,2006,train
8635734010901_4,2006,train
22954722010497_4,2007,train
29883331010497_2,2009,train
29883331010497_3,2009,train
29882748010497_1,2009,train
29882748010497_2,2009,train
29882748010497_3,2009,train
29882748010497_4,2009,train
22954633010497_1,2007,train
22954633010497_4,2007,train
13039723010497_1,2004,train
13039723010497_2,2004,train
13039723010497_4,2004,train
29883393010497_2,2009,train
22398507010497_1,2003,train
22398507010497_2,2003,train
22398507010497_4,2003,train
22398757010497_1,2004,train
22398757010497_2,2004,train
22398757010497_3,2004,train
22398757010497_4,2004,train
40220330010497_1,2010,train
40220330010497_4,2010,train
29883023010497_2,2009,train
29883023010497_3,2009,train
22399249010497_1,2006,train
22399249010497_2,2006,train
29882963010497_1,2009,train
29882963010497_2,2009,train
29882963010497_3,2009,train
29882963010497_4,2009,train
22954527010497_4,2007,train
22399099010497_1,2006,train
22399099010497_3,2006,train
22398488010497_2,2003,train
22398488010497_4,2003,train
22398521010497_1,2003,train
22398521010497_2,2003,train
22398521010497_3,2003,train
24467526010900_1,2003,train
24467526010900_2,2003,train
24467526010900_3,2003,train
24467526010900_4,2003,train
29883195010497_1,2009,train
29395645010497_1,2008,train
29395645010497_3,2008,train
29395645010497_4,2008,train
29395682010497_2,2008,train
29395682010497_3,2008,train
29395682010497_4,2008,train
29394876010497_4,2008,train
22398517010497_4,2003,train
40220363010497_1,2010,train
40220363010497_2,2010,train
40220363010497_3,2010,train
40220363010497_4,2010,train
22399007010497_2,2005,train
24157821010900_1,2002,train
24157821010900_2,2002,train
24157821010900_3,2002,train
24157821010900_4,2002,train
22398756010497_1,2004,train
22398756010497_4,2004,train
24478997010900_1,2003,train
24478997010900_2,2003,train
24478997010900_3,2003,train
24478997010900_4,2003,train
24534776010900_1,2003,train
24534776010900_2,2003,train
24534776010900_3,2003,train
24534776010900_4,2003,train
24491986010900_1,2003,train
24491986010900_3,2003,train
24491986010900_4,2003,train
22398869010497_2,2005,train
29882767010497_1,2009,train
29882767010497_2,2009,train
29882767010497_4,2009,train
40220736010497_1,2010,train
40220736010497_2,2010,train
40220736010497_3,2010,train
40220736010497_4,2010,train
22398728010497_2,2004,train
22398728010497_3,2004,train
22398728010497_4,2004,train
29883333010497_4,2009,train
22398657010497_1,2004,train
22398657010497_3,2004,train
22398657010497_4,2004,train
22933261010497_1,2008,train
22933261010497_2,2008,train
22933261010497_3,2008,train
22933261010497_4,2008,train
8605352010901_1,2006,train
8605352010901_4,2006,train
8639371010901_1,2006,train
8639371010901_2,2006,train
8639371010901_3,2006,train
8639371010901_4,2006,train
29883281010497_1,2009,train
29883281010497_2,2009,train
29883281010497_3,2009,train
29883281010497_4,2009,train
22399204010497_1,2006,train
22399204010497_2,2006,train
29881883010497_1,2009,train
29881883010497_2,2009,train
29881883010497_4,2009,train
22398702010497_1,2004,train
22398702010497_2,2004,train
22398702010497_3,2004,train
22398702010497_4,2004,train
40220877010497_2,2010,train
40220877010497_3,2010,train
40220877010497_4,2010,train
22398966010497_1,2005,train
22398966010497_2,2005,train
22398966010497_3,2005,train
22398966010497_4,2005,train
29394872010497_4,2008,train
22398647010497_2,2004,train
29395651010497_2,2008,train
29395651010497_3,2008,train
8643642010901_3,2006,train
8643642010901_4,2006,train
22399259010497_1,2006,train
22399259010497_4,2006,train
40220705010497_1,2010,train
40220705010497_2,2010,train
40220705010497_4,2010,train
29395553010497_3,2008,train
40220869010497_1,2010,train
40220733010497_3,2010,train
22399183010497_1,2006,train
40220448010497_2,2010,train
40220448010497_3,2010,train
40220448010497_4,2010,train
8635058010901_2,2006,train
8635058010901_4,2006,train
29883332010497_2,2009,train
22930949010497_1,2008,train
22930949010497_2,2008,train
22930949010497_3,2008,train
24155165010900_1,2002,train
24155165010900_2,2002,train
24155165010900_3,2002,train
22954522010497_1,2007,train
22954522010497_3,2007,train
29882717010497_1,2009,train
29882717010497_3,2009,train
29882717010497_4,2009,train
22398584010497_1,2003,train
22398584010497_4,2003,train
24536111010900_1,2003,train
24536111010900_3,2003,train
22954586010497_3,2007,train
22954502010497_2,2007,train
22954502010497_3,2007,train
12990744010497_2,2005,train
12990744010497_3,2005,train
22931113010497_3,2008,train
29394998010497_1,2008,train
22398826010497_4,2004,train
22954373010497_1,2007,train
40220838010497_2,2010,train
40220838010497_3,2010,train
40220838010497_4,2010,train
40403562010497_3,2010,train
29882947010497_3,2009,train
40220824010497_1,2010,train
40220824010497_2,2010,train
40220824010497_3,2010,train
24518845010900_3,2003,train
29395512010497_1,2008,train
29395512010497_3,2008,train
24830077010900_1,2004,train
22399284010497_1,2006,train
22399284010497_2,2006,train
22399284010497_3,2006,train
22399284010497_4,2006,train
22827593010497_1,2007,train
22827593010497_3,2007,train
12996220010497_1,2005,train
12996220010497_2,2005,train
12996220010497_4,2005,train
22398373010497_1,2002,train
22398373010497_3,2002,train
22398373010497_4,2002,train
22827675010497_1,2007,train
22827675010497_2,2007,train
22827675010497_3,2007,train
22399005010497_1,2005,train
22399005010497_2,2005,train
22399005010497_3,2005,train
29395574010497_3,2008,train
29882962010497_1,2009,train
29882962010497_2,2009,train
29882962010497_3,2009,train
29882962010497_4,2009,train
22398751010497_1,2004,train
22398751010497_3,2004,train
22398751010497_4,2004,train
22398356010497_1,2002,train
22398356010497_2,2002,train
22398356010497_3,2002,train
22398356010497_4,2002,train
22399086010497_1,2005,train
22399086010497_2,2005,train
22399086010497_4,2005,train
24510325010900_1,2003,train
24510325010900_4,2003,train
22399056010497_2,2005,train
40220744010497_1,2010,train
22398777010497_1,2004,train
22827640010497_2,2007,train
22827640010497_3,2007,train
22398939010497_1,2005,train
22398939010497_2,2005,train
22398939010497_3,2005,train
22398939010497_4,2005,train
22398343010497_1,2002,train
22398855010497_2,2004,train
24521318010900_2,2003,train
24521318010900_3,2003,train
24521318010900_4,2003,train
29883219010497_2,2009,train
29883219010497_4,2009,train
22930968010497_1,2008,train
22930968010497_2,2008,train
22930968010497_3,2008,train
22398361010497_3,2002,train
22398361010497_4,2002,train
22954782010497_1,2007,train
22954782010497_2,2007,train
29882885010497_2,2009,train
24121643010900_2,2002,train
24121643010900_3,2002,train
24121643010900_4,2002,train
12977190010497_4,2005,train
22399135010497_1,2006,train
40403399010497_3,2010,train
40403399010497_4,2010,train
22933004010497_1,2008,train
22933004010497_2,2008,train
22933004010497_3,2008,train
22933004010497_4,2008,train
24500882010900_2,2003,train
24500882010900_3,2003,train
24500882010900_4,2003,train
29883428010497_1,2009,train
29883428010497_3,2009,train
29883428010497_4,2009,train
29882903010497_1,2009,train
29882903010497_3,2009,train
29882903010497_4,2009,train
22827586010497_1,2007,train
22827586010497_3,2007,train
22827586010497_4,2007,train
22398928010497_1,2005,train
22398928010497_2,2005,train
22398928010497_3,2005,train
22398928010497_4,2005,train
29395635010497_1,2008,train
29395635010497_2,2008,train
29395635010497_3,2008,train
29395635010497_4,2008,train
22954441010497_1,2007,train
22954441010497_2,2007,train
22954441010497_4,2007,train
24205290010900_1,2002,train
24205290010900_3,2002,train
24205290010900_4,2002,train
29395661010497_1,2008,train
29395661010497_2,2008,train
29395661010497_4,2008,train
40220177010497_1,2010,train
40220177010497_2,2010,train
40220177010497_3,2010,train
40220177010497_4,2010,train
29882890010497_1,2009,train
24849749010900_1,2004,train
24849749010900_2,2004,train
24849749010900_4,2004,train
8632012010901_3,2006,train
22398947010497_4,2005,train
8631453010901_4,2006,train
29883215010497_2,2009,train
29883215010497_3,2009,train
22954360010497_2,2007,train
22931052010497_4,2008,train
22398211010497_4,2002,train
8655191010901_1,2006,train
8655191010901_2,2006,train
8655191010901_4,2006,train
29395701010497_1,2008,train
29395701010497_2,2008,train
29395701010497_3,2008,train
29395701010497_4,2008,train
22399085010497_1,2005,train
22399085010497_2,2005,train
22399085010497_3,2005,train
40403429010497_1,2010,train
40403429010497_2,2010,train
40403429010497_3,2010,train
40403429010497_4,2010,train
40220870010497_1,2010,train
40220870010497_2,2010,train
40220870010497_3,2010,train
40220870010497_4,2010,train
22398761010497_1,2004,train
22398761010497_3,2004,train
22398740010497_1,2004,train
22398740010497_2,2004,train
22398740010497_4,2004,train
22398379010497_1,2002,train
22398379010497_3,2002,train
22398379010497_4,2002,train
8634562010901_3,2006,train
22398598010497_1,2003,train
22398598010497_2,2003,train
22398598010497_3,2003,train
22398598010497_4,2003,train
8612300010901_1,2006,train
8612300010901_2,2006,train
8612300010901_3,2006,train
8612300010901_4,2006,train
22398375010497_1,2002,train
22398375010497_2,2002,train
22398375010497_3,2002,train
22398375010497_4,2002,train
40220750010497_1,2010,train
40220750010497_4,2010,train
22399251010497_1,2006,train
22399251010497_2,2006,train
22399251010497_3,2006,train
22399251010497_4,2006,train
24123985010900_1,2002,train
24123985010900_3,2002,train
24123985010900_4,2002,train
22398875010497_1,2005,train
22398875010497_2,2005,train
22398875010497_3,2005,train
24842501010900_1,2004,train
40220757010497_3,2010,train
40220757010497_4,2010,train
8620460010901_2,2006,train
8620460010901_4,2006,train
22398316010497_2,2002,train
22398316010497_3,2002,train
22398316010497_4,2002,train
8634943010901_1,2006,train
8634943010901_2,2006,train
8634943010901_4,2006,train
29395012010497_1,2008,train
29395012010497_2,2008,train
29395012010497_3,2008,train
29395012010497_4,2008,train
40220646010497_1,2010,train
40220646010497_2,2010,train
40220646010497_3,2010,train
24170051010900_1,2002,train
24170051010900_2,2002,train
24170051010900_3,2002,train
24170051010900_4,2002,train
22398404010497_1,2003,train
22398823010497_2,2004,train
22398823010497_3,2004,train
22398823010497_4,2004,train
22398559010497_2,2003,train
22398559010497_4,2003,train
40220756010497_1,2010,train
40220756010497_4,2010,train
13050884010497_1,2005,train
13050884010497_2,2005,train
13050884010497_3,2005,train
13050884010497_4,2005,train
22398645010497_4,2004,train
22399162010497_1,2006,train
22399162010497_3,2006,train
193209140020004_1,2007,train
193209140020004_2,2007,train
193209140020004_3,2007,train
193209140020004_4,2007,train
22932889010497_1,2008,train
22932889010497_2,2008,train
22932889010497_3,2008,train
22954640010497_1,2007,train
22954640010497_2,2007,train
22954640010497_3,2007,train
22954640010497_4,2007,train
24853515010900_1,2004,train
24853515010900_3,2004,train
24853515010900_4,2004,train
22931298010497_1,2008,train
22931298010497_2,2008,train
24168311010900_3,2002,train
22399173010497_4,2006,train
22827760010497_1,2007,train
22827760010497_2,2007,train
22827760010497_3,2007,train
